prompt_id,diabetes_type,diabetes_label,icd_code,icd_description,complication,complication_phrase,surface_form_index,target_atc_code,target_atc_name,target_atc_l2,template_variant,split,prompt
p0096,type2,Type 2 diabetes mellitus,E11.9,Type 2 diabetes mellitus without complications,none,no end-organ complications recorded,4,A10BA02,metformin,DRUGS USED IN DIABETES,12,test,Coding audit — patient labelled E11.9 (Type 2 diabetes mellitus); current state: no end-organ complications recorded. The ATC drug recommended is
p0097,type1,Type 1 diabetes mellitus,E10.22,Type 1 diabetes mellitus with diabetic chronic kidney disease,kidney,kidney complications,1,A10AB01,insulin (human),DRUGS USED IN DIABETES,1,test,A patient diagnosed with Type 1 diabetes mellitus (ICD-10: E10.22) presents with kidney complications. The recommended ATC drug is
p0098,type1,Type 1 diabetes mellitus,E10.22,Type 1 diabetes mellitus with diabetic chronic kidney disease,kidney,kidney complications,1,A10AB01,insulin (human),DRUGS USED IN DIABETES,2,train,"Clinical note: Type 1 diabetes mellitus using ICD-10 code E10.22, with kidney complications. A plausible ATC medication class is"
p0099,type1,Type 1 diabetes mellitus,E10.22,Type 1 diabetes mellitus with diabetic chronic kidney disease,kidney,kidney complications,1,A10AB01,insulin (human),DRUGS USED IN DIABETES,3,test,"For a patient with Type 1 diabetes mellitus (E10.22) and kidney complications, the ATC drug category most relevant to diabetes treatment is"
p0100,type1,Type 1 diabetes mellitus,E10.22,Type 1 diabetes mellitus with diabetic chronic kidney disease,kidney,kidney complications,1,A10AB01,insulin (human),DRUGS USED IN DIABETES,4,train,Medical coding context: diagnosis E10.22 means Type 1 diabetes mellitus with diabetic chronic kidney disease. The patient has kidney complications. The recommended ATC drug is
p0101,type1,Type 1 diabetes mellitus,E10.22,Type 1 diabetes mellitus with diabetic chronic kidney disease,kidney,kidney complications,1,A10AB01,insulin (human),DRUGS USED IN DIABETES,5,test,Discharge summary: a Type 1 diabetes mellitus patient (code E10.22) was admitted with kidney complications. First-line ATC drug:
p0102,type1,Type 1 diabetes mellitus,E10.22,Type 1 diabetes mellitus with diabetic chronic kidney disease,kidney,kidney complications,1,A10AB01,insulin (human),DRUGS USED IN DIABETES,6,test,"Endocrinology consultation: the patient carries the diagnosis Type 1 diabetes mellitus, ICD E10.22, complicated by kidney complications. The ATC class typically prescribed is"
p0103,type1,Type 1 diabetes mellitus,E10.22,Type 1 diabetes mellitus with diabetic chronic kidney disease,kidney,kidney complications,1,A10AB01,insulin (human),DRUGS USED IN DIABETES,7,train,EHR snippet — DX: E10.22 Type 1 diabetes mellitus; complications: kidney complications. Recommended ATC class:
p0104,type1,Type 1 diabetes mellitus,E10.22,Type 1 diabetes mellitus with diabetic chronic kidney disease,kidney,kidney complications,1,A10AB01,insulin (human),DRUGS USED IN DIABETES,8,test,Pharmacy review for Type 1 diabetes mellitus (E10.22) with kidney complications: the most appropriate ATC group is
p0105,type1,Type 1 diabetes mellitus,E10.22,Type 1 diabetes mellitus with diabetic chronic kidney disease,kidney,kidney complications,1,A10AB01,insulin (human),DRUGS USED IN DIABETES,9,test,Case vignette: a middle-aged patient with Type 1 diabetes mellitus (ICD-10 E10.22) and kidney complications requires therapy. The ATC drug class is
p0106,type1,Type 1 diabetes mellitus,E10.22,Type 1 diabetes mellitus with diabetic chronic kidney disease,kidney,kidney complications,1,A10AB01,insulin (human),DRUGS USED IN DIABETES,10,train,Outpatient note. Problem list: Type 1 diabetes mellitus (E10.22); kidney complications. Drug therapy (ATC) selected:
p0107,type1,Type 1 diabetes mellitus,E10.22,Type 1 diabetes mellitus with diabetic chronic kidney disease,kidney,kidney complications,1,A10AB01,insulin (human),DRUGS USED IN DIABETES,11,test,"Type 1 diabetes mellitus (code E10.22), complicated by kidney complications. The standard ATC pharmacologic group is"
p0108,type1,Type 1 diabetes mellitus,E10.22,Type 1 diabetes mellitus with diabetic chronic kidney disease,kidney,kidney complications,1,A10AB01,insulin (human),DRUGS USED IN DIABETES,12,test,Coding audit — patient labelled E10.22 (Type 1 diabetes mellitus); current state: kidney complications. The ATC drug recommended is
p0109,type1,Type 1 diabetes mellitus,E10.22,Type 1 diabetes mellitus with diabetic chronic kidney disease,kidney,renal complications,2,A10AB01,insulin (human),DRUGS USED IN DIABETES,1,train,A patient diagnosed with Type 1 diabetes mellitus (ICD-10: E10.22) presents with renal complications. The recommended ATC drug is
p0110,type1,Type 1 diabetes mellitus,E10.22,Type 1 diabetes mellitus with diabetic chronic kidney disease,kidney,renal complications,2,A10AB01,insulin (human),DRUGS USED IN DIABETES,2,test,"Clinical note: Type 1 diabetes mellitus using ICD-10 code E10.22, with renal complications. A plausible ATC medication class is"
p0111,type1,Type 1 diabetes mellitus,E10.22,Type 1 diabetes mellitus with diabetic chronic kidney disease,kidney,renal complications,2,A10AB01,insulin (human),DRUGS USED IN DIABETES,3,test,"For a patient with Type 1 diabetes mellitus (E10.22) and renal complications, the ATC drug category most relevant to diabetes treatment is"
p0112,type1,Type 1 diabetes mellitus,E10.22,Type 1 diabetes mellitus with diabetic chronic kidney disease,kidney,renal complications,2,A10AB01,insulin (human),DRUGS USED IN DIABETES,4,train,Medical coding context: diagnosis E10.22 means Type 1 diabetes mellitus with diabetic chronic kidney disease. The patient has renal complications. The recommended ATC drug is
p0113,type1,Type 1 diabetes mellitus,E10.22,Type 1 diabetes mellitus with diabetic chronic kidney disease,kidney,renal complications,2,A10AB01,insulin (human),DRUGS USED IN DIABETES,5,test,Discharge summary: a Type 1 diabetes mellitus patient (code E10.22) was admitted with renal complications. First-line ATC drug:
p0114,type1,Type 1 diabetes mellitus,E10.22,Type 1 diabetes mellitus with diabetic chronic kidney disease,kidney,renal complications,2,A10AB01,insulin (human),DRUGS USED IN DIABETES,6,train,"Endocrinology consultation: the patient carries the diagnosis Type 1 diabetes mellitus, ICD E10.22, complicated by renal complications. The ATC class typically prescribed is"
p0115,type1,Type 1 diabetes mellitus,E10.22,Type 1 diabetes mellitus with diabetic chronic kidney disease,kidney,renal complications,2,A10AB01,insulin (human),DRUGS USED IN DIABETES,7,train,EHR snippet — DX: E10.22 Type 1 diabetes mellitus; complications: renal complications. Recommended ATC class:
p0116,type1,Type 1 diabetes mellitus,E10.22,Type 1 diabetes mellitus with diabetic chronic kidney disease,kidney,renal complications,2,A10AB01,insulin (human),DRUGS USED IN DIABETES,8,train,Pharmacy review for Type 1 diabetes mellitus (E10.22) with renal complications: the most appropriate ATC group is
p0117,type1,Type 1 diabetes mellitus,E10.22,Type 1 diabetes mellitus with diabetic chronic kidney disease,kidney,renal complications,2,A10AB01,insulin (human),DRUGS USED IN DIABETES,9,train,Case vignette: a middle-aged patient with Type 1 diabetes mellitus (ICD-10 E10.22) and renal complications requires therapy. The ATC drug class is
p0118,type1,Type 1 diabetes mellitus,E10.22,Type 1 diabetes mellitus with diabetic chronic kidney disease,kidney,renal complications,2,A10AB01,insulin (human),DRUGS USED IN DIABETES,10,train,Outpatient note. Problem list: Type 1 diabetes mellitus (E10.22); renal complications. Drug therapy (ATC) selected:
p0119,type1,Type 1 diabetes mellitus,E10.22,Type 1 diabetes mellitus with diabetic chronic kidney disease,kidney,renal complications,2,A10AB01,insulin (human),DRUGS USED IN DIABETES,11,test,"Type 1 diabetes mellitus (code E10.22), complicated by renal complications. The standard ATC pharmacologic group is"
p0120,type1,Type 1 diabetes mellitus,E10.22,Type 1 diabetes mellitus with diabetic chronic kidney disease,kidney,renal complications,2,A10AB01,insulin (human),DRUGS USED IN DIABETES,12,train,Coding audit — patient labelled E10.22 (Type 1 diabetes mellitus); current state: renal complications. The ATC drug recommended is
p0121,type1,Type 1 diabetes mellitus,E10.22,Type 1 diabetes mellitus with diabetic chronic kidney disease,kidney,diabetic nephropathy,3,A10AB01,insulin (human),DRUGS USED IN DIABETES,1,train,A patient diagnosed with Type 1 diabetes mellitus (ICD-10: E10.22) presents with diabetic nephropathy. The recommended ATC drug is
p0122,type1,Type 1 diabetes mellitus,E10.22,Type 1 diabetes mellitus with diabetic chronic kidney disease,kidney,diabetic nephropathy,3,A10AB01,insulin (human),DRUGS USED IN DIABETES,2,test,"Clinical note: Type 1 diabetes mellitus using ICD-10 code E10.22, with diabetic nephropathy. A plausible ATC medication class is"
p0123,type1,Type 1 diabetes mellitus,E10.22,Type 1 diabetes mellitus with diabetic chronic kidney disease,kidney,diabetic nephropathy,3,A10AB01,insulin (human),DRUGS USED IN DIABETES,3,train,"For a patient with Type 1 diabetes mellitus (E10.22) and diabetic nephropathy, the ATC drug category most relevant to diabetes treatment is"
p0124,type1,Type 1 diabetes mellitus,E10.22,Type 1 diabetes mellitus with diabetic chronic kidney disease,kidney,diabetic nephropathy,3,A10AB01,insulin (human),DRUGS USED IN DIABETES,4,train,Medical coding context: diagnosis E10.22 means Type 1 diabetes mellitus with diabetic chronic kidney disease. The patient has diabetic nephropathy. The recommended ATC drug is
p0125,type1,Type 1 diabetes mellitus,E10.22,Type 1 diabetes mellitus with diabetic chronic kidney disease,kidney,diabetic nephropathy,3,A10AB01,insulin (human),DRUGS USED IN DIABETES,5,train,Discharge summary: a Type 1 diabetes mellitus patient (code E10.22) was admitted with diabetic nephropathy. First-line ATC drug:
p0126,type1,Type 1 diabetes mellitus,E10.22,Type 1 diabetes mellitus with diabetic chronic kidney disease,kidney,diabetic nephropathy,3,A10AB01,insulin (human),DRUGS USED IN DIABETES,6,test,"Endocrinology consultation: the patient carries the diagnosis Type 1 diabetes mellitus, ICD E10.22, complicated by diabetic nephropathy. The ATC class typically prescribed is"
p0127,type1,Type 1 diabetes mellitus,E10.22,Type 1 diabetes mellitus with diabetic chronic kidney disease,kidney,diabetic nephropathy,3,A10AB01,insulin (human),DRUGS USED IN DIABETES,7,train,EHR snippet — DX: E10.22 Type 1 diabetes mellitus; complications: diabetic nephropathy. Recommended ATC class:
p0128,type1,Type 1 diabetes mellitus,E10.22,Type 1 diabetes mellitus with diabetic chronic kidney disease,kidney,diabetic nephropathy,3,A10AB01,insulin (human),DRUGS USED IN DIABETES,8,train,Pharmacy review for Type 1 diabetes mellitus (E10.22) with diabetic nephropathy: the most appropriate ATC group is
p0129,type1,Type 1 diabetes mellitus,E10.22,Type 1 diabetes mellitus with diabetic chronic kidney disease,kidney,diabetic nephropathy,3,A10AB01,insulin (human),DRUGS USED IN DIABETES,9,test,Case vignette: a middle-aged patient with Type 1 diabetes mellitus (ICD-10 E10.22) and diabetic nephropathy requires therapy. The ATC drug class is
p0130,type1,Type 1 diabetes mellitus,E10.22,Type 1 diabetes mellitus with diabetic chronic kidney disease,kidney,diabetic nephropathy,3,A10AB01,insulin (human),DRUGS USED IN DIABETES,10,train,Outpatient note. Problem list: Type 1 diabetes mellitus (E10.22); diabetic nephropathy. Drug therapy (ATC) selected:
p0131,type1,Type 1 diabetes mellitus,E10.22,Type 1 diabetes mellitus with diabetic chronic kidney disease,kidney,diabetic nephropathy,3,A10AB01,insulin (human),DRUGS USED IN DIABETES,11,test,"Type 1 diabetes mellitus (code E10.22), complicated by diabetic nephropathy. The standard ATC pharmacologic group is"
p0132,type1,Type 1 diabetes mellitus,E10.22,Type 1 diabetes mellitus with diabetic chronic kidney disease,kidney,diabetic nephropathy,3,A10AB01,insulin (human),DRUGS USED IN DIABETES,12,test,Coding audit — patient labelled E10.22 (Type 1 diabetes mellitus); current state: diabetic nephropathy. The ATC drug recommended is
p0133,type1,Type 1 diabetes mellitus,E10.22,Type 1 diabetes mellitus with diabetic chronic kidney disease,kidney,diabetic chronic kidney disease,4,A10AB01,insulin (human),DRUGS USED IN DIABETES,1,test,A patient diagnosed with Type 1 diabetes mellitus (ICD-10: E10.22) presents with diabetic chronic kidney disease. The recommended ATC drug is
p0134,type1,Type 1 diabetes mellitus,E10.22,Type 1 diabetes mellitus with diabetic chronic kidney disease,kidney,diabetic chronic kidney disease,4,A10AB01,insulin (human),DRUGS USED IN DIABETES,2,test,"Clinical note: Type 1 diabetes mellitus using ICD-10 code E10.22, with diabetic chronic kidney disease. A plausible ATC medication class is"
p0135,type1,Type 1 diabetes mellitus,E10.22,Type 1 diabetes mellitus with diabetic chronic kidney disease,kidney,diabetic chronic kidney disease,4,A10AB01,insulin (human),DRUGS USED IN DIABETES,3,test,"For a patient with Type 1 diabetes mellitus (E10.22) and diabetic chronic kidney disease, the ATC drug category most relevant to diabetes treatment is"
p0136,type1,Type 1 diabetes mellitus,E10.22,Type 1 diabetes mellitus with diabetic chronic kidney disease,kidney,diabetic chronic kidney disease,4,A10AB01,insulin (human),DRUGS USED IN DIABETES,4,train,Medical coding context: diagnosis E10.22 means Type 1 diabetes mellitus with diabetic chronic kidney disease. The patient has diabetic chronic kidney disease. The recommended ATC drug is
p0137,type1,Type 1 diabetes mellitus,E10.22,Type 1 diabetes mellitus with diabetic chronic kidney disease,kidney,diabetic chronic kidney disease,4,A10AB01,insulin (human),DRUGS USED IN DIABETES,5,test,Discharge summary: a Type 1 diabetes mellitus patient (code E10.22) was admitted with diabetic chronic kidney disease. First-line ATC drug:
p0138,type1,Type 1 diabetes mellitus,E10.22,Type 1 diabetes mellitus with diabetic chronic kidney disease,kidney,diabetic chronic kidney disease,4,A10AB01,insulin (human),DRUGS USED IN DIABETES,6,train,"Endocrinology consultation: the patient carries the diagnosis Type 1 diabetes mellitus, ICD E10.22, complicated by diabetic chronic kidney disease. The ATC class typically prescribed is"
p0139,type1,Type 1 diabetes mellitus,E10.22,Type 1 diabetes mellitus with diabetic chronic kidney disease,kidney,diabetic chronic kidney disease,4,A10AB01,insulin (human),DRUGS USED IN DIABETES,7,train,EHR snippet — DX: E10.22 Type 1 diabetes mellitus; complications: diabetic chronic kidney disease. Recommended ATC class:
p0140,type1,Type 1 diabetes mellitus,E10.22,Type 1 diabetes mellitus with diabetic chronic kidney disease,kidney,diabetic chronic kidney disease,4,A10AB01,insulin (human),DRUGS USED IN DIABETES,8,train,Pharmacy review for Type 1 diabetes mellitus (E10.22) with diabetic chronic kidney disease: the most appropriate ATC group is
p0141,type1,Type 1 diabetes mellitus,E10.22,Type 1 diabetes mellitus with diabetic chronic kidney disease,kidney,diabetic chronic kidney disease,4,A10AB01,insulin (human),DRUGS USED IN DIABETES,9,train,Case vignette: a middle-aged patient with Type 1 diabetes mellitus (ICD-10 E10.22) and diabetic chronic kidney disease requires therapy. The ATC drug class is
p0142,type1,Type 1 diabetes mellitus,E10.22,Type 1 diabetes mellitus with diabetic chronic kidney disease,kidney,diabetic chronic kidney disease,4,A10AB01,insulin (human),DRUGS USED IN DIABETES,10,test,Outpatient note. Problem list: Type 1 diabetes mellitus (E10.22); diabetic chronic kidney disease. Drug therapy (ATC) selected:
p0143,type1,Type 1 diabetes mellitus,E10.22,Type 1 diabetes mellitus with diabetic chronic kidney disease,kidney,diabetic chronic kidney disease,4,A10AB01,insulin (human),DRUGS USED IN DIABETES,11,train,"Type 1 diabetes mellitus (code E10.22), complicated by diabetic chronic kidney disease. The standard ATC pharmacologic group is"
p0144,type1,Type 1 diabetes mellitus,E10.22,Type 1 diabetes mellitus with diabetic chronic kidney disease,kidney,diabetic chronic kidney disease,4,A10AB01,insulin (human),DRUGS USED IN DIABETES,12,test,Coding audit — patient labelled E10.22 (Type 1 diabetes mellitus); current state: diabetic chronic kidney disease. The ATC drug recommended is
p0145,type2,Type 2 diabetes mellitus,E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease,kidney,kidney complications,1,A10BA02,metformin,DRUGS USED IN DIABETES,1,train,A patient diagnosed with Type 2 diabetes mellitus (ICD-10: E11.22) presents with kidney complications. The recommended ATC drug is
p0146,type2,Type 2 diabetes mellitus,E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease,kidney,kidney complications,1,A10BA02,metformin,DRUGS USED IN DIABETES,2,train,"Clinical note: Type 2 diabetes mellitus using ICD-10 code E11.22, with kidney complications. A plausible ATC medication class is"
p0147,type2,Type 2 diabetes mellitus,E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease,kidney,kidney complications,1,A10BA02,metformin,DRUGS USED IN DIABETES,3,train,"For a patient with Type 2 diabetes mellitus (E11.22) and kidney complications, the ATC drug category most relevant to diabetes treatment is"
p0148,type2,Type 2 diabetes mellitus,E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease,kidney,kidney complications,1,A10BA02,metformin,DRUGS USED IN DIABETES,4,train,Medical coding context: diagnosis E11.22 means Type 2 diabetes mellitus with diabetic chronic kidney disease. The patient has kidney complications. The recommended ATC drug is
p0149,type2,Type 2 diabetes mellitus,E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease,kidney,kidney complications,1,A10BA02,metformin,DRUGS USED IN DIABETES,5,test,Discharge summary: a Type 2 diabetes mellitus patient (code E11.22) was admitted with kidney complications. First-line ATC drug:
p0150,type2,Type 2 diabetes mellitus,E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease,kidney,kidney complications,1,A10BA02,metformin,DRUGS USED IN DIABETES,6,train,"Endocrinology consultation: the patient carries the diagnosis Type 2 diabetes mellitus, ICD E11.22, complicated by kidney complications. The ATC class typically prescribed is"
p0151,type2,Type 2 diabetes mellitus,E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease,kidney,kidney complications,1,A10BA02,metformin,DRUGS USED IN DIABETES,7,test,EHR snippet — DX: E11.22 Type 2 diabetes mellitus; complications: kidney complications. Recommended ATC class:
p0152,type2,Type 2 diabetes mellitus,E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease,kidney,kidney complications,1,A10BA02,metformin,DRUGS USED IN DIABETES,8,train,Pharmacy review for Type 2 diabetes mellitus (E11.22) with kidney complications: the most appropriate ATC group is
p0153,type2,Type 2 diabetes mellitus,E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease,kidney,kidney complications,1,A10BA02,metformin,DRUGS USED IN DIABETES,9,train,Case vignette: a middle-aged patient with Type 2 diabetes mellitus (ICD-10 E11.22) and kidney complications requires therapy. The ATC drug class is
p0154,type2,Type 2 diabetes mellitus,E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease,kidney,kidney complications,1,A10BA02,metformin,DRUGS USED IN DIABETES,10,train,Outpatient note. Problem list: Type 2 diabetes mellitus (E11.22); kidney complications. Drug therapy (ATC) selected:
p0155,type2,Type 2 diabetes mellitus,E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease,kidney,kidney complications,1,A10BA02,metformin,DRUGS USED IN DIABETES,11,train,"Type 2 diabetes mellitus (code E11.22), complicated by kidney complications. The standard ATC pharmacologic group is"
p0156,type2,Type 2 diabetes mellitus,E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease,kidney,kidney complications,1,A10BA02,metformin,DRUGS USED IN DIABETES,12,train,Coding audit — patient labelled E11.22 (Type 2 diabetes mellitus); current state: kidney complications. The ATC drug recommended is
p0157,type2,Type 2 diabetes mellitus,E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease,kidney,renal complications,2,A10BA02,metformin,DRUGS USED IN DIABETES,1,test,A patient diagnosed with Type 2 diabetes mellitus (ICD-10: E11.22) presents with renal complications. The recommended ATC drug is
p0158,type2,Type 2 diabetes mellitus,E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease,kidney,renal complications,2,A10BA02,metformin,DRUGS USED IN DIABETES,2,test,"Clinical note: Type 2 diabetes mellitus using ICD-10 code E11.22, with renal complications. A plausible ATC medication class is"
p0159,type2,Type 2 diabetes mellitus,E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease,kidney,renal complications,2,A10BA02,metformin,DRUGS USED IN DIABETES,3,train,"For a patient with Type 2 diabetes mellitus (E11.22) and renal complications, the ATC drug category most relevant to diabetes treatment is"
p0160,type2,Type 2 diabetes mellitus,E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease,kidney,renal complications,2,A10BA02,metformin,DRUGS USED IN DIABETES,4,train,Medical coding context: diagnosis E11.22 means Type 2 diabetes mellitus with diabetic chronic kidney disease. The patient has renal complications. The recommended ATC drug is
p0161,type2,Type 2 diabetes mellitus,E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease,kidney,renal complications,2,A10BA02,metformin,DRUGS USED IN DIABETES,5,train,Discharge summary: a Type 2 diabetes mellitus patient (code E11.22) was admitted with renal complications. First-line ATC drug:
p0162,type2,Type 2 diabetes mellitus,E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease,kidney,renal complications,2,A10BA02,metformin,DRUGS USED IN DIABETES,6,train,"Endocrinology consultation: the patient carries the diagnosis Type 2 diabetes mellitus, ICD E11.22, complicated by renal complications. The ATC class typically prescribed is"
p0163,type2,Type 2 diabetes mellitus,E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease,kidney,renal complications,2,A10BA02,metformin,DRUGS USED IN DIABETES,7,train,EHR snippet — DX: E11.22 Type 2 diabetes mellitus; complications: renal complications. Recommended ATC class:
p0164,type2,Type 2 diabetes mellitus,E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease,kidney,renal complications,2,A10BA02,metformin,DRUGS USED IN DIABETES,8,train,Pharmacy review for Type 2 diabetes mellitus (E11.22) with renal complications: the most appropriate ATC group is
p0165,type2,Type 2 diabetes mellitus,E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease,kidney,renal complications,2,A10BA02,metformin,DRUGS USED IN DIABETES,9,test,Case vignette: a middle-aged patient with Type 2 diabetes mellitus (ICD-10 E11.22) and renal complications requires therapy. The ATC drug class is
p0166,type2,Type 2 diabetes mellitus,E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease,kidney,renal complications,2,A10BA02,metformin,DRUGS USED IN DIABETES,10,test,Outpatient note. Problem list: Type 2 diabetes mellitus (E11.22); renal complications. Drug therapy (ATC) selected:
p0167,type2,Type 2 diabetes mellitus,E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease,kidney,renal complications,2,A10BA02,metformin,DRUGS USED IN DIABETES,11,train,"Type 2 diabetes mellitus (code E11.22), complicated by renal complications. The standard ATC pharmacologic group is"
p0168,type2,Type 2 diabetes mellitus,E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease,kidney,renal complications,2,A10BA02,metformin,DRUGS USED IN DIABETES,12,train,Coding audit — patient labelled E11.22 (Type 2 diabetes mellitus); current state: renal complications. The ATC drug recommended is
p0169,type2,Type 2 diabetes mellitus,E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease,kidney,diabetic nephropathy,3,A10BA02,metformin,DRUGS USED IN DIABETES,1,test,A patient diagnosed with Type 2 diabetes mellitus (ICD-10: E11.22) presents with diabetic nephropathy. The recommended ATC drug is
p0170,type2,Type 2 diabetes mellitus,E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease,kidney,diabetic nephropathy,3,A10BA02,metformin,DRUGS USED IN DIABETES,2,train,"Clinical note: Type 2 diabetes mellitus using ICD-10 code E11.22, with diabetic nephropathy. A plausible ATC medication class is"
p0171,type2,Type 2 diabetes mellitus,E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease,kidney,diabetic nephropathy,3,A10BA02,metformin,DRUGS USED IN DIABETES,3,train,"For a patient with Type 2 diabetes mellitus (E11.22) and diabetic nephropathy, the ATC drug category most relevant to diabetes treatment is"
p0172,type2,Type 2 diabetes mellitus,E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease,kidney,diabetic nephropathy,3,A10BA02,metformin,DRUGS USED IN DIABETES,4,train,Medical coding context: diagnosis E11.22 means Type 2 diabetes mellitus with diabetic chronic kidney disease. The patient has diabetic nephropathy. The recommended ATC drug is
p0173,type2,Type 2 diabetes mellitus,E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease,kidney,diabetic nephropathy,3,A10BA02,metformin,DRUGS USED IN DIABETES,5,train,Discharge summary: a Type 2 diabetes mellitus patient (code E11.22) was admitted with diabetic nephropathy. First-line ATC drug:
p0174,type2,Type 2 diabetes mellitus,E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease,kidney,diabetic nephropathy,3,A10BA02,metformin,DRUGS USED IN DIABETES,6,train,"Endocrinology consultation: the patient carries the diagnosis Type 2 diabetes mellitus, ICD E11.22, complicated by diabetic nephropathy. The ATC class typically prescribed is"
p0175,type2,Type 2 diabetes mellitus,E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease,kidney,diabetic nephropathy,3,A10BA02,metformin,DRUGS USED IN DIABETES,7,train,EHR snippet — DX: E11.22 Type 2 diabetes mellitus; complications: diabetic nephropathy. Recommended ATC class:
p0176,type2,Type 2 diabetes mellitus,E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease,kidney,diabetic nephropathy,3,A10BA02,metformin,DRUGS USED IN DIABETES,8,test,Pharmacy review for Type 2 diabetes mellitus (E11.22) with diabetic nephropathy: the most appropriate ATC group is
p0177,type2,Type 2 diabetes mellitus,E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease,kidney,diabetic nephropathy,3,A10BA02,metformin,DRUGS USED IN DIABETES,9,train,Case vignette: a middle-aged patient with Type 2 diabetes mellitus (ICD-10 E11.22) and diabetic nephropathy requires therapy. The ATC drug class is
p0178,type2,Type 2 diabetes mellitus,E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease,kidney,diabetic nephropathy,3,A10BA02,metformin,DRUGS USED IN DIABETES,10,train,Outpatient note. Problem list: Type 2 diabetes mellitus (E11.22); diabetic nephropathy. Drug therapy (ATC) selected:
p0179,type2,Type 2 diabetes mellitus,E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease,kidney,diabetic nephropathy,3,A10BA02,metformin,DRUGS USED IN DIABETES,11,train,"Type 2 diabetes mellitus (code E11.22), complicated by diabetic nephropathy. The standard ATC pharmacologic group is"
p0180,type2,Type 2 diabetes mellitus,E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease,kidney,diabetic nephropathy,3,A10BA02,metformin,DRUGS USED IN DIABETES,12,train,Coding audit — patient labelled E11.22 (Type 2 diabetes mellitus); current state: diabetic nephropathy. The ATC drug recommended is
p0181,type2,Type 2 diabetes mellitus,E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease,kidney,diabetic chronic kidney disease,4,A10BA02,metformin,DRUGS USED IN DIABETES,1,train,A patient diagnosed with Type 2 diabetes mellitus (ICD-10: E11.22) presents with diabetic chronic kidney disease. The recommended ATC drug is
p0182,type2,Type 2 diabetes mellitus,E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease,kidney,diabetic chronic kidney disease,4,A10BA02,metformin,DRUGS USED IN DIABETES,2,train,"Clinical note: Type 2 diabetes mellitus using ICD-10 code E11.22, with diabetic chronic kidney disease. A plausible ATC medication class is"
p0183,type2,Type 2 diabetes mellitus,E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease,kidney,diabetic chronic kidney disease,4,A10BA02,metformin,DRUGS USED IN DIABETES,3,train,"For a patient with Type 2 diabetes mellitus (E11.22) and diabetic chronic kidney disease, the ATC drug category most relevant to diabetes treatment is"
p0184,type2,Type 2 diabetes mellitus,E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease,kidney,diabetic chronic kidney disease,4,A10BA02,metformin,DRUGS USED IN DIABETES,4,train,Medical coding context: diagnosis E11.22 means Type 2 diabetes mellitus with diabetic chronic kidney disease. The patient has diabetic chronic kidney disease. The recommended ATC drug is
p0185,type2,Type 2 diabetes mellitus,E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease,kidney,diabetic chronic kidney disease,4,A10BA02,metformin,DRUGS USED IN DIABETES,5,train,Discharge summary: a Type 2 diabetes mellitus patient (code E11.22) was admitted with diabetic chronic kidney disease. First-line ATC drug:
